choice,RT,trial,reward
0,0.30066181071524634,666,0
0,0.677009031633649,670,0
0,0.261440453648051,671,0
0,0.1556343681897343,680,0
0,0.3236571224235538,681,0
0,0.24860212094838285,683,0
0,0.5562268676796553,686,0
0,0.21184252353711974,687,0
0,0.17643272283297895,688,0
0,0.64911930610698,703,0
0,0.28010345327540564,707,0
0,0.18913732715156328,716,0
0,0.2801679556863692,728,1
0,0.14730727929776055,731,0
0,0.3104426210869713,732,0
0,0.7075863677975627,734,0
0,0.6491387528480317,740,0
0,0.1970042472153355,741,0
0,0.30312559664830063,750,0
0,0.45703407749919034,756,0
0,0.3435722451489429,763,1
0,0.18762771401415002,773,0
0,1.9681419722803248,786,0
0,0.43159667261117596,804,1
0,0.2013846097325458,812,0
0,0.15319947746163853,821,0
0,0.15116526805647457,827,0
0,0.2782272577320102,833,1
0,0.16346336450764776,834,0
0,0.26278708320047484,836,0
0,0.16562508077288696,837,0
0,0.3571656952772213,845,1
0,0.6154591428989398,852,1
0,0.31464648508943904,857,1
0,0.2748892359054018,859,1
0,0.3387096293386298,861,0
0,0.148088953265042,864,0
0,0.35597425792695203,874,0
0,0.20894965346915217,878,0
0,0.48399200382654595,882,0
0,0.36016665321076724,884,0
0,0.1680613256545218,887,0
0,0.42482669704690457,899,0
0,0.27561600622078997,906,0
0,0.4183393533694648,908,0
0,0.17762513228604782,911,1
0,0.2966707602484502,913,0
0,0.20804885785146787,929,0
0,0.28412786209083896,930,0
0,0.20955067184878384,937,1
0,0.5000329972129345,938,0
0,0.23349528320867607,939,0
0,0.230220331614452,946,0
0,0.5481521446915658,947,0
0,0.5267113537041266,949,0
0,0.31550245357042783,952,0
0,0.35896979687103947,954,0
0,0.24691606818886935,956,1
0,0.22589486941157944,959,1
0,0.17313712528655278,970,1
0,0.16843416108104803,976,0
0,0.2455839449003152,980,0
0,0.15643179326441858,986,0
0,0.47837669082240586,988,0
0,0.22436285048696103,990,0
0,0.42500970845869324,994,0
0,0.16836782890960933,995,0
0,0.22632636789193583,996,0
0,0.5601683543250822,999,1
