Subject,RT,after_manipulation
111617233,0.437638800009154,False
111617233,0.258397100027651,False
111617233,0.293168300006073,False
111617233,0.254531499987934,False
111617233,0.264580800023396,False
111617233,0.328051099961158,False
111617233,0.282158200046979,False
111617233,0.354917499993462,False
111617233,0.436370299954433,False
111617233,0.353301900031511,False
111617233,0.370242000033613,False
111617233,0.316165199968964,False
111617233,0.381753399968147,False
111617233,0.333896399999503,False
111617233,0.345504199969582,False
111617233,0.362219500006177,False
111617233,0.398406099993736,False
111617233,0.358000900014304,False
111617233,0.283092099998612,False
111617233,0.295531700015999,False
111617233,0.329692500003148,False
111617233,0.669129799993243,False
111617233,0.299278299964499,False
111617233,0.317407399998046,False
111617233,0.344185499998275,False
111617233,0.299717499990948,False
111617233,0.303758199966978,False
111617233,0.300529800006188,False
111617233,0.300723599968478,False
111617233,0.338933599996381,False
111617233,0.422564200009219,True
111617233,0.373544699978083,True
111617233,0.366263500007335,True
111617233,0.40578909998294,True
111617233,0.407930500048678,True
111617233,0.428137200011406,True
111617233,0.750896600016858,True
111617233,0.313841100025456,True
111617233,0.331312399997842,True
111617233,0.344111400016118,True
111617233,0.37483450002037,True
111617233,0.320484800031409,True
111617233,0.647828499961179,True
111617233,0.347964599961415,True
111617233,0.317301100003533,True
111617233,0.334121400024742,True
111617233,0.322910499991849,True
111617233,0.345005600014701,True
111617233,0.281808900006581,True
111617233,0.347239700029604,True
111617233,0.530075100017712,True
111617233,0.373340300051495,True
111617233,0.339526200026739,True
111617233,0.334401000000071,True
111617233,0.356636399985291,True
111617233,0.374721399974078,True
111617233,0.372915700019803,True
111617233,0.397131200006697,True
111617233,0.377896599995438,True
111617233,0.503476999991108,True
115189846,0.311749200045597,False
115189846,0.457257899979595,False
115189846,0.448048699996434,False
115189846,0.38422880001599,False
115189846,0.343142099969555,False
115189846,0.33724289998645,False
115189846,0.324854900012724,False
115189846,0.439629299973603,False
115189846,0.330988200032152,False
115189846,0.30393760005245,False
115189846,0.416337799979374,False
115189846,0.383014899969567,False
115189846,0.334443700034171,False
115189846,0.34522439999273,False
115189846,0.367487800016534,False
115189846,0.394165300007444,False
115189846,0.375658500008285,False
115189846,0.375242999987677,False
115189846,0.353150100039784,False
115189846,0.276062800025102,False
115189846,0.348680099996272,False
115189846,0.34100389998639,False
115189846,0.28957280004397,False
115189846,0.320196599990595,False
115189846,0.319756600016262,False
115189846,0.289335599984042,False
115189846,0.276069100014865,False
115189846,0.308861199999228,False
115189846,0.406324600044172,True
115189846,0.386675499961711,True
115189846,0.366825899982359,True
115189846,0.287644500029273,True
115189846,0.367634800029919,True
115189846,0.471196600003168,True
115189846,0.342012599983718,True
115189846,0.484674100007396,True
115189846,0.392253700003494,True
115189846,0.377060499973595,True
115189846,0.336425699992105,True
115189846,0.31666310003493,True
115189846,0.364821599971037,True
115189846,0.316251799988095,True
115189846,0.577013799978886,True
115189846,0.375170700019225,True
115189846,0.417264299991075,True
115189846,0.310054700006731,True
115189846,0.316213699989021,True
115189846,0.303625200001989,True
115189846,0.517029100039508,True
115189846,0.360648300033063,True
115189846,0.347385399974883,True
115189846,0.346978899964597,True
115189846,0.31782260001637,True
115189846,0.338579499977641,True
115189846,0.349394999968354,True
115189846,0.327384100004565,True
115189846,0.454975600005127,True
115189846,0.352344099956099,True
123743765,0.312510000076145,False
123743765,0.233451200067066,False
123743765,0.26430799998343,False
123743765,0.277763199992478,False
123743765,0.293148400029168,False
123743765,0.280711600091308,False
123743765,0.248674600035883,False
123743765,0.242322499980219,False
123743765,0.307208799989894,False
123743765,0.30863850004971,False
123743765,0.343483900069259,False
123743765,0.312929500010796,False
123743765,0.278309699962847,False
123743765,0.261791200027801,False
123743765,0.294601300032809,False
123743765,0.270560699980706,False
123743765,0.321447300026193,False
123743765,0.284238000051118,False
123743765,0.270952299935743,False
123743765,0.265643700025976,False
123743765,0.285105200018734,False
123743765,0.254569899989292,False
123743765,0.273501899908297,False
123743765,0.343552200007252,False
123743765,0.297825900022872,False
123743765,0.331922100041993,False
123743765,0.324723899946548,False
123743765,0.333516400074586,False
123743765,0.271041900035925,False
123743765,0.274472199962474,False
123743765,0.307360299979337,True
123743765,0.389704399975017,True
123743765,0.380304799997248,True
123743765,0.340522499987856,True
123743765,0.32809150009416,True
123743765,0.288841599947773,True
123743765,0.352855499950238,True
123743765,0.384423299925402,True
123743765,0.397863400052302,True
123743765,0.299939899938181,True
123743765,0.330687699955888,True
123743765,0.306832199916244,True
123743765,0.363492300035432,True
123743765,0.358234700048342,True
123743765,0.335898500052281,True
123743765,0.325970500009134,True
123743765,0.323590099927969,True
123743765,0.394975799950771,True
123743765,0.354485300020315,True
123743765,0.377952099894173,True
123743765,0.365483800065704,True
123743765,0.296350199962035,True
123743765,0.325617599999532,True
123743765,0.389118799939752,True
123743765,0.339209300000221,True
123743765,0.304131099954247,True
123743765,0.39410510007292,True
123743765,0.269051600014791,True
123743765,0.299191000056453,True
124312226,0.329477199999019,False
124312226,0.321516699999847,False
124312226,0.325686599999244,False
124312226,0.331741400001192,False
124312226,0.291921700001694,False
124312226,0.284045599999445,False
124312226,0.279471200001353,False
124312226,0.296956300000602,False
124312226,0.265621900000042,False
124312226,0.311790499999915,False
124312226,0.301422299999103,False
124312226,0.342092899998534,False
124312226,0.323512699998901,False
124312226,0.313617199999499,False
124312226,0.33244569999988,False
124312226,0.293308800000887,False
124312226,0.346764100000655,False
124312226,0.446784300000218,False
124312226,0.338997900000322,False
124312226,0.301092199999403,False
124312226,0.293282200000249,False
124312226,1.68541229999937,False
124312226,0.338300699999309,False
124312226,0.329157099999065,False
124312226,0.355240400000184,False
124312226,0.321415099999285,False
124312226,0.308278799999243,False
124312226,0.312450299999909,False
124312226,0.42304680000052,False
124312226,0.336038400000689,False
124312226,0.381449299999076,True
124312226,0.386411100000259,True
124312226,0.348558099998627,True
124312226,0.353466600001411,True
124312226,0.360313499997574,True
124312226,0.377108700002282,True
124312226,0.336906700002146,True
124312226,0.494793000001664,True
124312226,0.303622299998096,True
124312226,0.327143300000898,True
124312226,0.393170799998188,True
124312226,0.331333099999028,True
124312226,0.346070800002053,True
124312226,0.348973100000876,True
124312226,0.398480599997129,True
124312226,0.347351399999752,True
124312226,0.378913000000466,True
124312226,0.683018600000651,True
124312226,0.387819600000512,True
124312226,0.449964700001146,True
124312226,0.374205199997959,True
124312226,0.448995800001285,True
124312226,0.359255100000155,True
124312226,0.471880299999611,True
124312226,0.403221900000062,True
134700830,0.607199800026137,False
134700830,0.59997999999905,False
134700830,0.717510099988431,False
134700830,0.585755600011908,False
134700830,0.373762899951544,False
134700830,0.628587600018363,False
134700830,0.401459999964572,False
134700830,0.455603600014001,False
134700830,0.801158099959139,False
134700830,1.04995549999876,False
134700830,0.791294399998151,False
134700830,0.408848600054625,False
134700830,0.557652100047562,False
134700830,0.435783999972045,False
134700830,0.647963399998844,False
134700830,0.39797610003734,False
134700830,0.415419399971142,False
134700830,0.433605699974578,False
134700830,0.339134899957571,False
134700830,0.649898100004066,False
134700830,0.445963300007861,False
134700830,0.870637800020631,False
134700830,0.717608499980997,False
134700830,0.690470499976072,False
134700830,0.592544800019823,False
134700830,0.65393229998881,False
134700830,0.428100900026038,False
134700830,0.365835600008722,True
134700830,0.3273707999615,True
134700830,0.345569900004193,True
134700830,0.28646650002338,True
134700830,0.391068800003268,True
134700830,0.257374499982689,True
134700830,0.364669899980072,True
134700830,0.35228009999264,True
134700830,0.356947400025092,True
134700830,0.348424199968576,True
134700830,0.361260099976789,True
134700830,0.356670000008307,True
134700830,0.450066899997182,True
134700830,0.363616799993906,True
134700830,0.352343100006692,True
